City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
348,Chara,RU,56.9064,118.2631,11.52,84,0,6.98,clear sky
349,Mount Isa,AU,-20.7333,139.5,93.2,33,40,11.5,scattered clouds
350,Oksfjord,NO,70.2396,22.3479,17.6,85,0,5.75,clear sky
351,Cherdyn,RU,60.403,56.4787,-5.39,91,99,7.23,overcast clouds
352,Payo,ID,-3.7508,103.6372,82.99,67,97,3.98,overcast clouds
353,Hanzhong,CN,33.0728,107.0303,56.26,52,57,3.38,broken clouds
354,Natal,BR,-5.795,-35.2094,80.6,78,20,6.91,few clouds
355,Ronne,DK,55.1009,14.7066,32.0,64,75,5.75,broken clouds
356,Tuktoyaktuk,CA,69.4541,-133.0374,-22.0,76,20,9.22,few clouds
357,Kouango,CF,4.9934,19.9619,70.23,77,0,3.38,clear sky
358,Oga,IT,46.4631,10.347,42.01,92,95,2.3,overcast clouds
359,Grimsby,GB,53.5654,-0.0755,42.8,93,90,8.05,overcast clouds
360,Antalaha,MG,-14.9003,50.2788,75.36,89,100,5.32,overcast clouds
361,Jizan,SA,17.3333,42.6667,77.0,78,20,1.34,few clouds
362,Dwarka,IN,22.2394,68.9678,76.01,81,0,3.8,clear sky
363,Kasongo-Lunda,CD,-6.4667,16.8167,69.64,91,98,1.54,overcast clouds
364,High Prairie,CA,55.4334,-116.4858,24.8,86,99,8.05,overcast clouds
365,Verkhoyansk,RU,67.5447,133.385,-9.06,84,53,3.15,broken clouds
366,Grindavik,IS,63.8424,-22.4338,32.0,93,75,4.61,broken clouds
367,Wagga Wagga,AU,-35.1167,147.3667,79.0,46,0,10.36,clear sky
368,Chemal,RU,51.4111,86.005,28.35,91,64,1.07,broken clouds
369,Solnechnyy,RU,50.7214,136.6319,23.63,95,100,5.32,light snow
370,Sisophon,KH,13.5859,102.9737,89.38,44,0,5.73,clear sky
371,Arraial Do Cabo,BR,-22.9661,-42.0278,75.52,84,100,8.48,overcast clouds
372,Barrow,US,71.2906,-156.7887,19.4,73,1,20.71,clear sky
373,Saint-Philippe,RE,-21.3585,55.7679,77.0,61,0,9.22,clear sky
374,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,69.53,95,99,3.89,overcast clouds
375,Athabasca,CA,54.7169,-113.2854,21.2,63,100,3.44,overcast clouds
376,Rawson,AR,-43.3002,-65.1023,63.7,50,64,23.31,broken clouds
377,Santa Rosa,PH,14.3122,121.1114,84.2,65,75,4.61,broken clouds
378,Lagunillas,VE,10.1301,-71.2595,82.96,66,82,8.01,broken clouds
379,Bahir Dar,ET,11.5936,37.3908,68.13,34,17,1.79,few clouds
380,Kramat,ID,-8.1311,113.4499,85.15,65,38,3.33,scattered clouds
381,Blairmore,CA,49.6,-114.4353,34.0,51,100,2.3,overcast clouds
382,Namikupa,TZ,-10.8333,39.6,69.51,95,99,2.75,light rain
383,Nizhnekamsk,RU,55.6366,51.8245,10.4,92,20,8.95,few clouds
384,Adeje,ES,28.1227,-16.726,64.99,77,75,9.22,broken clouds
385,Naryan-Mar,RU,67.6713,53.087,-14.73,88,93,8.23,overcast clouds
386,Tapa,EE,59.2606,25.9586,21.0,68,75,8.05,light snow
387,Matagami,CA,49.7502,-77.6328,21.2,93,90,6.91,light snow
388,Puerto Escondido,MX,15.85,-97.0667,80.6,74,75,4.92,broken clouds
389,Jiwani,PK,25.05,61.7417,71.17,76,0,4.12,clear sky
390,Portree,GB,57.4129,-6.1942,45.0,93,100,13.0,light rain
391,Faya,SA,18.3851,42.4509,57.2,76,0,0.43,clear sky
392,Nuuk,GL,64.1835,-51.7216,23.0,100,90,10.36,light snow
393,Ust-Omchug,RU,61.15,149.6333,-10.44,74,0,2.44,clear sky
394,Borshchiv,UA,48.8033,26.0435,28.0,69,2,6.91,clear sky
395,Vila Franca Do Campo,PT,37.7167,-25.4333,53.6,87,20,5.75,few clouds
396,Dondo,MZ,-19.6094,34.7431,67.19,91,0,3.53,clear sky
397,Bolobo,CD,-2.1667,16.2333,71.62,90,32,2.77,scattered clouds
398,Sandviken,SE,60.6167,16.7667,28.0,50,97,4.0,overcast clouds
399,Takaka,NZ,-40.85,172.8,68.0,68,32,8.99,scattered clouds
400,Taitung,TW,22.7583,121.1444,77.0,57,75,5.75,broken clouds
401,Elk City,US,35.412,-99.4043,60.8,55,1,18.41,clear sky
402,Scottsbluff,US,41.8666,-103.6672,48.99,45,1,9.22,clear sky
403,Kaoma,ZM,-14.7833,24.8,60.76,94,95,2.21,overcast clouds
404,Balikpapan,ID,-1.2675,116.8289,84.99,61,82,5.86,light rain
405,Newport,GB,51.5877,-2.9984,37.0,84,0,6.33,clear sky
406,Edson,CA,53.5835,-116.4356,32.0,80,75,8.05,broken clouds
407,Tura,IN,25.5198,90.2201,80.82,41,0,4.16,clear sky
408,Kavieng,PG,-2.5744,150.7967,83.59,76,38,10.4,scattered clouds
409,Jumla,NP,29.2747,82.1838,50.76,42,0,0.67,clear sky
410,Locri,IT,38.2414,16.2623,53.01,81,0,8.05,clear sky
411,Yamada,JP,39.4667,141.95,46.8,50,0,10.49,clear sky
412,Ust-Kut,RU,56.7938,105.7672,23.59,91,100,8.68,overcast clouds
413,Zyryanka,RU,65.75,150.85,-8.07,83,100,9.48,overcast clouds
414,Roebourne,AU,-20.7833,117.1333,91.45,44,0,9.1,clear sky
415,Kihei,US,20.785,-156.4656,71.6,83,90,18.41,heavy intensity rain
416,Synya,RU,65.3718,58.0387,-33.14,84,26,4.07,scattered clouds
417,Grand Gaube,MU,-20.0064,57.6608,75.99,80,0,3.0,clear sky
418,Ukiah,US,39.1502,-123.2078,46.4,76,75,8.05,broken clouds
419,Katherine,AU,-14.4667,132.2667,86.0,66,19,4.61,few clouds
420,Gat,IL,31.61,34.7642,52.0,92,5,3.09,clear sky
421,Winnemucca,US,40.973,-117.7357,41.0,16,90,11.5,overcast clouds
422,Cap Malheureux,MU,-19.9842,57.6142,75.99,80,0,3.0,clear sky
423,Batemans Bay,AU,-35.7167,150.1833,79.0,73,84,5.99,broken clouds
424,Klaksvik,FO,62.2266,-6.589,44.6,100,90,16.11,overcast clouds
425,Daru,PG,-9.0763,143.2092,84.29,74,72,10.09,broken clouds
426,Adzope,CI,6.1069,-3.8619,75.11,96,93,3.42,overcast clouds
427,Pangai,TO,-19.8,-174.35,82.4,65,40,8.05,scattered clouds
428,Tezu,IN,27.9167,96.1667,79.57,26,63,3.02,broken clouds
429,Sayyan,YE,15.1718,44.3244,50.47,45,0,2.46,clear sky
430,Bonavista,CA,48.6499,-53.1147,26.01,80,100,2.3,overcast clouds
431,Khakhea,BW,-24.6895,23.494,73.94,41,69,10.31,broken clouds
432,Vila,PT,42.0304,-8.1588,37.0,85,10,4.0,clear sky
433,Penzance,GB,50.1186,-5.5371,37.0,86,0,1.14,clear sky
434,Srednekolymsk,RU,67.45,153.6833,-6.54,88,100,14.43,overcast clouds
435,Havelock,US,34.8791,-76.9013,46.0,81,1,2.35,clear sky
436,Richards Bay,ZA,-28.783,32.0377,73.92,88,83,14.07,broken clouds
437,Puqi,CN,29.7167,113.8833,53.69,72,67,5.46,broken clouds
438,Santiago,CL,-33.4569,-70.6483,75.0,37,0,11.5,clear sky
439,Podgornoye,RU,51.735,39.1496,23.0,80,0,2.24,light snow
440,Sergeyevka,KZ,53.88,67.4158,13.06,95,100,19.62,overcast clouds
441,Omemee,CA,44.299,-78.5599,28.4,86,1,8.68,clear sky
442,Saint-Cyr-Sur-Loire,FR,47.4,0.6667,32.0,86,49,5.75,scattered clouds
443,Talnakh,RU,69.4865,88.3972,-11.54,87,98,6.46,overcast clouds
444,Rio Grande,BR,-32.035,-52.0986,70.0,92,100,6.2,light rain
445,Santa Fe,AR,-31.6333,-60.7,77.0,59,0,5.3,clear sky
446,Salisbury,GB,51.0693,-1.7957,35.6,93,0,6.91,clear sky
447,Ipora,BR,-16.4419,-51.1178,66.47,100,99,3.02,overcast clouds
448,Asau,RO,46.4333,26.4,28.0,66,87,0.83,overcast clouds
449,Orange Cove,US,36.6244,-119.3137,54.0,50,1,8.05,clear sky
450,Hualmay,PE,-11.0964,-77.6139,71.96,80,100,1.7,overcast clouds
451,Northam,GB,51.0333,-4.2167,35.01,94,16,3.0,few clouds
452,San Patricio,US,28.017,-97.5169,64.0,82,40,11.5,scattered clouds
453,Uthal,PK,25.8072,66.6219,70.29,66,0,0.27,clear sky
454,Nshamba,TZ,-1.7983,31.5511,59.99,100,100,5.7,light rain
455,Aykhal,RU,66.0,111.5,3.33,91,100,11.63,overcast clouds
456,Petropavlovskoye,RU,52.0712,84.107,14.36,93,17,4.72,few clouds
457,Marsa Matruh,EG,31.3525,27.2453,55.4,71,0,8.05,clear sky
458,Statesboro,US,32.4488,-81.7832,46.4,61,1,5.48,clear sky
459,Tarko-Sale,RU,64.9225,77.785,-16.98,88,99,12.66,overcast clouds
460,Kurilsk,RU,45.2333,147.8833,29.53,90,1,8.68,clear sky
461,Sibolga,ID,1.7427,98.7792,86.22,56,100,1.41,overcast clouds
462,Mayo,US,38.8876,-76.5119,41.0,45,1,7.85,clear sky
463,Iqaluit,CA,63.7506,-68.5145,12.2,85,90,8.05,light snow
464,Coihaique,CL,-45.5752,-72.0662,44.04,84,64,3.49,broken clouds
465,Gambela,ET,8.25,34.5833,77.45,39,27,3.13,scattered clouds
466,Barao De Melgaco,BR,-16.1944,-55.9675,75.2,88,75,4.61,broken clouds
467,Okha,RU,53.5739,142.9478,20.41,92,100,3.83,overcast clouds
468,Riverton,US,40.5219,-111.9391,64.4,29,1,19.57,clear sky
469,Lagoa,PT,39.05,-27.9833,58.8,95,67,9.44,broken clouds
470,Tessalit,ML,20.1986,1.0114,70.74,21,0,8.68,clear sky
471,Naze,JP,28.3667,129.4833,69.8,83,75,3.44,broken clouds
472,Khandbari,NP,27.3747,87.2039,70.68,32,3,1.52,clear sky
473,Fare,PF,-16.7,-151.0167,83.39,72,100,17.81,overcast clouds
474,Prince Albert,CA,53.2001,-105.7677,30.2,64,20,12.66,few clouds
475,Kupang,ID,-10.1667,123.5833,82.4,83,40,2.3,scattered clouds
476,Challakere,IN,14.3167,76.65,76.98,38,0,8.19,clear sky
477,Lebu,CL,-37.6167,-73.65,56.05,85,0,10.13,clear sky
478,Acapulco,MX,16.8634,-99.8901,80.6,83,75,2.3,broken clouds
479,Turukhansk,RU,65.8167,87.9833,4.89,94,100,14.81,light snow
480,Matara,LK,5.9485,80.5353,81.21,71,1,12.28,clear sky
481,Kieta,PG,-6.2167,155.6333,85.35,65,20,5.97,few clouds
482,Hovd,MN,48.0056,91.6419,35.89,63,73,9.19,broken clouds
483,Barabai,ID,-2.5833,115.3833,84.67,73,14,2.26,few clouds
484,Skoghall,SE,59.3232,13.4655,28.4,80,20,3.44,light snow
485,Quelimane,MZ,-17.8786,36.8883,75.2,94,0,4.61,clear sky
486,Dudinka,RU,69.4058,86.1778,-14.44,88,100,9.6,overcast clouds
487,Kloulklubed,PW,7.0419,134.2556,82.4,78,90,11.5,overcast clouds
488,Jaguey Grande,CU,22.5269,-81.1286,66.2,59,40,5.75,light rain
489,Salekhard,RU,66.53,66.6019,-33.2,80,38,3.06,scattered clouds
490,Gushikawa,JP,26.3544,127.8686,73.4,88,20,4.61,few clouds
491,Hobyo,SO,5.3505,48.5268,77.56,82,96,12.86,overcast clouds
492,Tual,ID,-5.6667,132.75,83.21,75,100,14.36,overcast clouds
493,Nampa,US,43.5407,-116.5635,43.0,100,75,2.68,broken clouds
494,Whitianga,NZ,-36.8333,175.7,72.0,63,45,7.0,scattered clouds
495,Sulangan,PH,11.1373,123.7228,80.89,77,12,15.26,few clouds
496,Flin Flon,CA,54.7682,-101.865,13.89,95,28,6.06,scattered clouds
497,Jalu,LY,29.0331,21.5482,71.64,19,100,9.78,overcast clouds
498,Marrakesh,MA,31.6315,-8.0083,51.8,87,75,6.91,broken clouds
499,Zapote,MX,21.0667,-102.8,68.18,24,0,5.68,clear sky
500,Dawson Creek,CA,55.7666,-120.2362,26.6,86,1,3.44,clear sky
501,Tarakan,ID,3.3,117.6333,80.15,77,93,0.6,overcast clouds
502,Gopalur,IN,16.6167,77.8,77.94,34,0,6.44,clear sky
503,Nantucket,US,41.2835,-70.0995,30.2,80,1,14.25,clear sky
504,Port-Gentil,GA,-0.7193,8.7815,80.55,80,97,6.78,overcast clouds
505,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,72.63,98,100,2.86,heavy intensity rain
506,Lima,PE,-12.0432,-77.0282,73.4,78,75,5.75,broken clouds
507,Merauke,ID,-8.4667,140.3333,85.03,69,58,2.39,broken clouds
508,Gus-Zheleznyy,RU,55.0581,41.1656,-0.72,93,48,5.12,scattered clouds
509,Mount Pleasant,US,32.7941,-79.8626,48.99,81,90,3.98,overcast clouds
510,Sokolka,PL,53.4072,23.5023,21.0,81,6,4.38,clear sky
511,Nanchang,CN,28.6833,115.8833,55.18,71,50,4.54,scattered clouds
512,Tyukhtet,RU,56.5389,89.3011,16.27,95,100,13.29,overcast clouds
513,Takoradi,GH,4.8845,-1.7554,80.01,86,96,9.46,overcast clouds
514,Kuliyapitiya,LK,7.4688,80.0401,77.0,88,0,3.44,clear sky
515,Hamilton,US,39.1834,-84.5333,51.01,61,1,4.61,clear sky
516,Puerto Ayacucho,VE,5.6639,-67.6236,79.92,72,100,1.01,overcast clouds
517,Natchez,US,31.5604,-91.4032,55.4,62,1,5.75,clear sky
518,Maceio,BR,-9.6658,-35.7353,75.2,94,20,2.3,few clouds
519,Salamiyah,SY,35.0113,37.0532,48.58,91,81,11.36,broken clouds
520,Chervona Sloboda,UA,49.3789,32.1464,23.45,94,0,9.19,clear sky
521,Surigao,PH,9.7839,125.4889,80.42,82,37,12.59,scattered clouds
522,Graaff-Reinet,ZA,-32.2522,24.5308,57.0,84,100,4.61,overcast clouds
523,Maniago,IT,46.1706,12.7078,42.01,69,94,2.95,overcast clouds
524,Erdenet,MN,49.0333,104.0833,31.84,74,38,5.77,scattered clouds
525,Antofagasta,CL,-23.65,-70.4,68.0,73,75,9.22,broken clouds
526,Lisakovsk,KZ,52.5369,62.4936,14.59,93,77,20.56,broken clouds
527,Yar-Sale,RU,66.8333,70.8333,-28.41,85,64,9.71,broken clouds
528,Henties Bay,NA,-22.116,14.2845,63.72,83,0,7.7,clear sky
529,Marzuq,YE,14.4,46.4667,53.28,38,0,3.67,clear sky
530,La Rioja,ES,42.25,-2.5,43.0,81,90,6.91,overcast clouds
531,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.48,89,99,0.92,overcast clouds
532,Tabuk,PH,17.4189,121.4443,81.61,59,5,3.44,clear sky
533,Aban,RU,56.67,96.06,28.04,93,78,19.48,broken clouds
534,Kholm,RU,59.2667,32.85,-7.94,91,64,4.09,broken clouds
535,Broken Hill,AU,-31.95,141.4333,78.8,36,39,14.97,scattered clouds
536,Houma,US,29.5958,-90.7195,59.0,71,1,5.35,clear sky
537,Alyangula,AU,-13.8483,136.4192,86.0,70,75,6.91,broken clouds
538,Ovre Ardal,NO,61.3167,7.8,11.5,86,27,0.54,scattered clouds
539,Maniitsoq,GL,65.4167,-52.9,16.54,94,95,4.52,overcast clouds
540,Karratha,AU,-20.7377,116.8463,89.04,51,0,10.04,clear sky
541,Tomatlan,MX,19.9333,-105.25,67.44,88,0,0.13,clear sky
542,Berekum,GH,7.4534,-2.584,75.22,87,17,7.4,few clouds
543,Russell,US,32.3502,-85.1999,57.2,53,1,2.8,clear sky
544,Ozernovskiy,RU,51.5,156.5167,22.26,91,100,15.75,light snow
545,Leh,IN,34.1667,77.5833,15.57,81,83,2.35,broken clouds
546,Sola,VU,-13.8833,167.55,81.99,71,65,2.28,broken clouds
547,Kalabo,ZM,-14.97,22.6814,64.13,95,80,4.29,broken clouds
548,Severobaykalsk,RU,55.65,109.3167,15.4,89,100,1.92,overcast clouds
549,Clermont,FR,49.5,2.4167,37.0,87,90,4.61,overcast clouds
550,Turtas,RU,58.9417,69.1325,14.18,96,100,7.85,light snow
551,Bani,DO,18.2833,-70.3333,77.0,84,53,5.01,broken clouds
552,Oriximina,BR,-1.7656,-55.8661,75.63,89,100,2.13,overcast clouds
553,Hargeysa,SO,9.56,44.065,58.46,75,0,5.41,clear sky
554,Henderson,US,36.0397,-114.9819,66.2,15,1,14.97,clear sky
555,Dinghai,CN,26.2847,119.7936,62.6,67,20,8.95,few clouds
556,Phaltan,IN,17.9833,74.4333,78.94,21,0,2.91,clear sky
557,Mazagao,BR,-0.115,-51.2894,78.8,100,20,2.3,heavy intensity rain
558,Massa Marittima,IT,43.049,10.8928,52.0,73,100,7.29,overcast clouds
559,Labuhan,ID,-6.8844,112.2051,81.18,77,91,5.99,overcast clouds
560,Valdivia,CL,-39.8142,-73.2459,51.8,93,52,0.87,broken clouds
561,Egvekinot,RU,66.3167,-179.1667,-19.53,90,84,5.7,broken clouds
562,Kudahuvadhoo,MV,2.6708,72.8944,82.76,76,68,9.31,moderate rain
563,Galesburg,US,40.9478,-90.3712,55.99,53,1,6.91,clear sky
564,Lixourion,GR,38.2019,20.4314,55.27,77,100,6.82,overcast clouds
565,Pitimbu,BR,-7.4706,-34.8086,77.0,94,0,3.44,clear sky
566,Tigzirt,DZ,36.8886,4.1198,54.57,85,100,11.54,overcast clouds
567,Kanigoro,ID,-8.13,112.219,82.67,70,96,4.29,overcast clouds
568,Tautira,PF,-17.7333,-149.15,84.2,74,75,12.66,broken clouds
569,Zapolyarnyy,RU,69.4154,30.8136,8.6,85,75,8.05,broken clouds
570,Jiuquan,CN,39.7432,98.5174,51.22,37,2,13.11,clear sky
571,Nouadhibou,MR,20.931,-17.0347,62.38,82,0,24.02,clear sky
572,Marawi,PH,7.9986,124.2928,82.0,81,63,7.0,broken clouds
573,Rexburg,US,43.826,-111.7897,42.8,56,90,6.91,overcast clouds
574,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,67.93,90,92,2.86,overcast clouds
575,Ostrovnoy,RU,68.0531,39.5131,1.36,92,99,15.14,overcast clouds
576,Ucluelet,CA,48.9329,-125.5528,46.0,75,100,8.46,overcast clouds
577,Chapais,CA,49.7834,-74.8492,21.2,93,90,10.36,light snow
578,Evensk,RU,61.95,159.2333,-14.98,74,0,1.5,clear sky
579,Imeni Poliny Osipenko,RU,52.4201,136.4853,22.01,97,100,6.49,light snow
580,Anadyr,RU,64.75,177.4833,-16.6,69,0,6.71,clear sky
581,Dalby,AU,-27.1833,151.2667,84.2,54,75,11.5,broken clouds
582,Paamiut,GL,61.994,-49.6678,20.46,96,100,6.44,light snow
583,Moosomin,CA,50.1333,-101.6677,33.73,91,100,5.73,light snow
584,Samana,DO,19.2056,-69.3369,74.57,85,8,9.93,clear sky
585,Pangnirtung,CA,66.1451,-65.7125,16.36,92,100,2.64,light snow
586,Havoysund,NO,70.9963,24.6622,17.6,49,0,2.3,clear sky
587,Buala,SB,-8.145,159.5921,86.67,59,89,3.09,overcast clouds
588,Loandjili,CG,-4.7561,11.8578,77.0,94,20,2.3,few clouds
589,San Vicente,AR,-26.6167,-54.1333,61.11,81,0,2.64,clear sky
590,Marsh Harbour,BS,26.5412,-77.0636,66.7,68,36,24.49,scattered clouds
591,Lugus,PH,5.7036,120.8203,81.88,74,70,6.87,broken clouds
592,Shetpe,KZ,44.1667,52.1167,30.07,92,100,10.87,overcast clouds
593,San Lorenzo,PY,-25.3333,-57.5333,77.0,65,0,3.44,clear sky
594,Am Timan,TD,11.0297,20.2827,74.35,18,0,6.8,clear sky
595,Tacna,PE,-18.0056,-70.2483,71.6,68,0,2.3,clear sky
596,Komatipoort,ZA,-25.4332,31.9548,70.0,95,0,4.14,clear sky
597,Manokwari,ID,-0.8667,134.0833,81.05,75,100,4.54,overcast clouds
598,Ulladulla,AU,-35.35,150.4667,79.0,60,75,13.8,broken clouds
599,Namibe,AO,-15.1961,12.1522,72.75,80,60,4.52,light rain
600,Bilma,NE,18.6853,12.9164,72.01,16,0,5.61,clear sky
601,Turayf,SA,31.6725,38.6637,44.6,93,0,4.61,clear sky
602,Kuri,KR,37.5986,127.1394,50.0,43,75,4.61,haze
603,Price,US,39.5994,-110.8107,55.4,21,1,10.36,clear sky
604,Sillamae,EE,59.3997,27.7547,11.98,93,71,4.0,broken clouds
605,Sitka,US,57.0531,-135.33,37.4,52,20,8.05,few clouds
606,La Ronge,CA,55.1001,-105.2842,17.6,49,48,2.3,scattered clouds
607,Sechura,PE,-5.5569,-80.8222,78.19,68,95,3.36,overcast clouds
608,Manavgat,TR,36.7867,31.4431,57.0,66,75,4.61,broken clouds
609,Pochutla,MX,15.7432,-96.4661,79.0,74,53,3.0,broken clouds
610,Bettiah,IN,26.8,84.5,74.57,33,0,9.98,clear sky
611,Praia Da Vitoria,PT,38.7333,-27.0667,55.99,100,75,3.89,light intensity drizzle
612,Lasa,IT,46.6166,10.7002,39.99,57,93,1.88,overcast clouds
613,Ballina,AU,-28.8667,153.5667,84.2,61,99,11.5,overcast clouds
614,Kadhan,PK,24.481,68.9859,71.71,75,0,8.68,clear sky
615,Nova Borova,UA,50.693,28.6345,23.58,96,25,8.97,scattered clouds
616,Agutaya,PH,11.148,120.9417,80.67,79,7,22.26,clear sky
617,Dayong,CN,25.0209,118.2898,66.2,63,0,4.47,clear sky
618,Canguaretama,BR,-6.38,-35.1289,80.6,78,20,6.91,few clouds
619,Fortuna,US,40.5982,-124.1573,45.0,87,90,8.05,overcast clouds
620,Rosetta,EG,31.4044,30.4164,55.4,94,0,4.61,clear sky
621,Yenagoa,NG,4.9247,6.2642,77.45,93,0,3.98,clear sky
622,Ternate,ID,0.8,127.4,84.45,69,98,6.26,overcast clouds
623,Zheleznodorozhnyy,RU,55.7503,38.0042,6.8,85,20,8.95,few clouds
624,Banes,CU,20.9625,-75.7186,71.6,64,75,12.66,broken clouds
625,Aktash,RU,50.3,87.7333,14.43,92,0,3.8,clear sky
626,Nouakchott,MR,18.0858,-15.9785,62.6,82,58,12.66,broken clouds
627,Ramsar,IR,36.9226,50.6426,48.2,87,90,2.3,mist
628,Camp Verde,US,34.5636,-111.8543,60.01,20,1,16.11,clear sky
629,At-Bashi,KG,41.1702,75.8106,25.09,85,99,1.39,overcast clouds
630,Storslett,NO,69.7678,21.0247,12.4,87,0,12.97,clear sky
631,Virginia Beach,US,36.8529,-75.978,42.8,61,1,5.95,clear sky
632,Griffith,US,41.5284,-87.4237,52.0,62,75,3.44,broken clouds
633,Atar,MR,20.5169,-13.0499,61.9,43,0,11.25,clear sky
634,Trindade,BR,-16.6494,-49.4889,71.6,88,90,3.44,overcast clouds
635,Ibia,BR,-19.4783,-46.5389,66.99,100,100,0.45,overcast clouds
636,Tobol,KZ,52.6844,62.5794,14.83,93,64,20.74,broken clouds
637,Darnah,LY,32.767,22.6367,66.07,30,50,22.21,scattered clouds
638,Bahia Blanca,AR,-38.7196,-62.2724,58.91,52,0,11.05,clear sky
639,Kotido,UG,2.9806,34.1331,66.88,73,0,5.39,clear sky
640,Sibut,CF,5.718,19.0739,71.06,61,0,3.18,clear sky
641,Oktyabrskiy,RU,54.4815,53.471,12.15,95,86,7.78,overcast clouds
642,Abha,SA,18.2164,42.5053,57.2,76,0,0.81,clear sky
643,Sampit,ID,-2.5333,112.95,83.48,72,96,4.27,overcast clouds
644,Kailua,US,21.4022,-157.7394,75.2,73,75,17.27,light rain
645,Aden,YE,12.7794,45.0367,77.9,68,0,14.83,clear sky
646,Bosaso,SO,11.2842,49.1816,74.71,74,0,7.72,clear sky
647,Kajaani,FI,64.2273,27.7285,-11.2,84,0,1.14,clear sky
648,Vasterhaninge,SE,59.1167,18.1,27.0,40,63,1.01,broken clouds
649,Shibetsu,JP,43.659,145.132,32.0,74,75,4.61,broken clouds
650,Batamshinskiy,KZ,50.5594,58.2747,17.6,79,85,20.13,snow
651,San Juan,AR,-31.5375,-68.5364,75.61,46,41,1.54,scattered clouds
652,Beyneu,KZ,45.3167,55.2,32.05,92,100,7.47,overcast clouds
653,Kalengwa,ZM,-13.4659,25.0027,61.14,99,96,1.36,overcast clouds
654,Ketchikan,US,55.3422,-131.6461,42.8,93,20,0.94,few clouds
655,Shache,CN,38.4167,77.2406,52.41,40,75,3.02,broken clouds
656,Sioux Lookout,CA,50.1001,-91.917,39.2,45,20,4.61,few clouds
657,Burnie,AU,-41.0667,145.9167,64.99,54,39,14.0,scattered clouds
658,Tall Kayf,TR,37.0833,41.0667,44.4,55,56,5.53,broken clouds
659,Penukonda,IN,14.0833,77.5833,76.46,31,0,8.1,clear sky
660,Negombo,LK,7.2083,79.8358,77.0,88,0,3.44,clear sky
661,Upington,ZA,-28.4478,21.2561,62.6,42,0,3.44,clear sky
662,Acarau,BR,-2.8856,-40.12,78.33,86,10,8.97,clear sky
663,Freeport,US,40.6576,-73.5832,39.99,52,1,8.05,clear sky
664,Beira,MZ,-19.8436,34.8389,70.54,85,0,4.56,clear sky
665,Hilton Head Island,US,32.2163,-80.7526,46.99,75,1,2.59,clear sky
666,Steinbach,DE,50.1667,8.5667,36.0,80,0,4.61,clear sky
667,Itupiranga,BR,-5.1347,-49.3267,73.98,94,97,2.04,overcast clouds
668,Kulhudhuffushi,MV,6.6221,73.07,82.92,73,43,10.74,scattered clouds
669,Aketi,CD,2.7388,23.7833,68.99,93,100,2.04,overcast clouds
670,Juneau,US,58.3019,-134.4197,35.6,35,20,11.5,few clouds
671,Murud,IN,18.3258,72.965,78.87,43,0,4.05,clear sky
672,Neuquen,AR,-38.9516,-68.0591,68.0,52,38,4.61,scattered clouds
673,San Jose,US,37.3394,-121.895,55.99,41,75,11.5,broken clouds
674,Barcelona,ES,41.3888,2.159,53.01,81,20,10.36,few clouds
675,Ponta Delgada,PT,37.7333,-25.6667,53.6,87,20,5.75,few clouds
676,Surt,LY,31.2089,16.5887,61.12,86,0,12.75,clear sky
677,Fairbanks,US,64.8378,-147.7164,32.0,55,1,6.91,clear sky
678,Bolgatanga,GH,10.7856,-0.8514,85.14,37,66,4.16,broken clouds
679,Nikolayevsk-Na-Amure,RU,53.1406,140.73,24.82,93,100,3.49,overcast clouds
680,Mchinji,MW,-13.7984,32.8802,63.03,99,100,1.43,light rain
681,Sandwick,GB,60.0,-1.25,42.8,81,90,12.66,overcast clouds
682,Walvis Bay,NA,-22.9575,14.5053,55.4,88,0,4.61,clear sky
683,Palmer,US,42.1584,-72.3287,33.8,29,75,3.44,broken clouds
684,Christchurch,NZ,-43.5333,172.6333,68.0,52,34,19.57,scattered clouds
685,Sapouy,BF,11.5544,-1.7736,82.18,44,8,4.09,clear sky
686,Nahrin,AF,36.0649,69.1334,53.53,41,80,6.78,broken clouds
687,Neuruppin,DE,52.9282,12.8031,32.0,70,100,4.5,overcast clouds
688,Comodoro Rivadavia,AR,-45.8667,-67.5,60.8,67,0,3.44,clear sky
